DLY08002502SNOWTI19560899990310118 00000 10218 00000 10318 00000 10418 00000 10518 00000 10618 00000 10718 00000 10818 00000 10918 00000 11099-99999M 1118 00000 11218 00000 11399-99999M 1499-99999M 1599-99999M 1618 00000 11718 00000 11818 00000 11918 00000 12018 00000 12118 00000 12218 00000 12318 00000 12418 00000 12518 00000 126
DLY08002502SNWD I19561199990310118 00000 10218 00000 10318 00000 10418 00000 10518 00000 10618 00000 10718 00000 10818 00000 10918 00000 11018 00000 11118 00000 11218 00000 11318 00000 11418 00000 11518 00000 11618 00000 11718 00000 11818 00000 11918 00000 12018 00000 12118 00000 12218 00000 12318 00000 12418 00000 12518 00000 126
DLY08002502TOBS F19561299990310118 00053 10218 00065 10318 00059 10418 00059 10518 00065 10618 00065 10718 00065 10818 00069 10918 00066 11018 00062 11118 00063 11218 00071 11318 00072 11418 00069 11518 00068 11618 00069 11718 00068 11818 00073 11918 00073 12018 00067 12118 00070 12218 00069 12318 00070 12418 00065 12518 00060 126
DLY08002502TMIN F19561299990310118 00029 10218 00036 10318 00034 10418 00037 10518 00040 10618 00047 10718 00049 10818 00048 10918 00053 11018 00044 11118 00040 11218 00049 11318 00050 11418 00056 11518 00064 11618 00058 11718 00057 11818 00059 11918 00063 12018 00061 12118 00057 12218 00056 12318 00057 12418 00060 12518 00035 126
DLY08002502TMAX F19561299990310118 00058 10218 00067 10318 00073 10418 00068 10518 00071 10618 00075 10718 00074 10818 00074 10918 00071 11018 00067 11118 00070 11218 00075 11318 00078 11418 00078 11518 00074 11618 00083 11718 00073 11818 00076 11918 00076 12018 00072 12118 00074 12218 00075 12318 00076 12418 00074 12518 00070 126
DLY08002502SNWD I19561299990310118 00000 10218 00000 10318 00000 10418 00000 10518 00000 10618 00000 10718 00000 10818 00000 10918 00000 11018 00000 11118 00000 11218 00000 11318 00000 11418 00000 11518 00000 11618 00000 11718 00000 11818 00000 11918 00000 12018 00000 12118 00000 12218 00000 12318 00000 12418 00000 12518 00000 126
DLY08002502SNOWTI19561299990310118 00000 10218 00000 10318 00000 10418 00000 10518 00000 10618 00000 10718 00000 10818 00000 10918 00000 11018 00000 11118 00000 11218 00000 11318 00000 11418 00000 11518 00000 11618 00000 11718 00000 11818 00000 11918 00000 12018 00000 12118 00000 12218 00000 12318 00000 12418 00000 12518 00000 126
DLY08002502PRCPHI19561299990310118 00000 10218 00000 10318 00000 10418 00000 10518 00000 10618 00000 10718 00000 10818 00000 10918 00000 11018 00000 11118 00000 11218 00000 11318 00000 11418 00000 11518 00006 11618 00000 11718 00000 11818 00000 11918 00000 12018 00000 12118 00000 12218 00000 12318 00030 12418 00000 12518 00000 126
DLY08002502DYSWNA19561299990310199-99999M 0299-99999M 0399-99999M 0499-99999M 0599-99999M 0699-99999M 0799-99999M 0899-99999M 0999-99999M 1099-99999M 1199-99999M 1299-99999M 1399-99999M 1499-99999M 1518 00200 11699-99999M 1799-99999M 1899-99999M 1918 00200 12099-99999M 2118 00200 12299-99999M 2399-99999M 2499-99999M 2599-99999M 26
DLY08002502DYSWNA19570199990310118 00600 10299-99999M 0399-99999M 0499-99999M 0599-99999M 0699-99999M 0718 00200 10899-99999M 0999-99999M 1099-99999M 1199-99999M 1299-99999M 1318 00200 11499-99999M 1599-99999M 1699-99999M 1799-99999M 1899-99999M 1999-99999M 2099-99999M 2118 00600 12218 00600 12318 00600 12499-99999M 2518 00200 126
DLY08002502TOBS F19570199990310118 00065 10218 00058 10318 00064 10418 00062 10518 00067 10618 00061 10718 00067 10818 00060 10918 00065 11018 00067 11118 00061 11218 00057 11318 00062 11418 00065 11518 00067 11618 00060 11718 00041 11818 00048 11918 00057 12018 00068 12118 00067 12218 00067 12318 00065 12418 00066 12518 00064 126
DLY08002502TMIN F19570199990310118 00050 10218 00039 10318 00033 10418 00037 10518 00056 10618 00049 10718 00054 10818 00038 10918 00040 11018 00061 11118 00045 11218 00049 11318 00047 11418 00053 11518 00059 11618 00058 11718 00039 11818 00025 11918 00024 12018 00040 12118 00058 12218 00062 12318 00060 12418 00051 12518 00056 126
DLY08002502TMAX F19570199990310118 00067 10218 00066 10318 00067 10418 00066 10518 00070 10618 00068 10718 00073 10818 00078 10918 00070 11018 00071 11118 00069 11218 00070 11318 00067 11418 00068 11518 00070 11618 00068 11718 00060 11818 00049 11918 00058 12018 00072 12118 00071 12218 00071 12318 00069 12418 00072 12518 00066 126
DLY08002502SNWD I19570199990310118 00000 10218 00000 10318 00000 10418 00000 10518 00000 10618 00000 10718 00000 10818 00000 10918 00000 11018 00000 11118 00000 11218 00000 11318 00000 11418 00000 11518 00000 11618 00000 11718 00000 11818 00000 11918 00000 12018 00000 12118 00000 12218 00000 12318 00000 12418 00000 12518 00000 126
DLY08002502SNOWTI19570199990310118 00000 10218 00000 10318 00000 10418 00000 10518 00000 10618 00000 10718 00000 10818 00000 10918 00000 11018 00000 11118 00000 11218 00000 11318 00000 11418 00000 11518 00000 11618 00000 11718 00000 11818 00000 11918 00000 12018 00000 12118 00000 12218 00000 12318 00000 12418 00000 12518 00000 126
